Region	idx1	idx2	group
Brain-Right-OccipitalLobe-RCuneus	71	71	64
Brain-Right-ParietalLobe-RInfParietal	29	29	64
Brain-Right-ParietalLobe-RPrecuneus	30	30	64
Brain-Right-ParietalLobe-RSupParietal	31	31	64
Brain-Right-ParietalLobe-RSupramarg	32	32	64
Brain-Right-SensoryMotorCortex-RParacentral	63	63	64
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	64
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	64
Brain-Right-TemporalLobe-RBanksSTS	34	34	64
Brain-Right-TemporalLobe-RFusiform	35	35	64
Brain-Right-TemporalLobe-RInfTemporal	36	36	64
Brain-Right-TemporalLobe-RLingual	72	72	64
Brain-Right-TemporalLobe-RMidTemporal	37	37	64
Brain-Right-TemporalLobe-RSupTemporal	38	38	64
Brain-Right-OccipitalLobe-RPericalc	73	73	64
Brain-Left-OccipitalLobe-LPericalc	70	70	64
Brain-Right-ParietalLobe-RInfParietal	29	29	64
Brain-Left-CerebralCortex-LCerebCtx	6	6	64
Brain-Left-Cingulate-LIsthmCing	7	7	64
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	64
Brain-Left-FrontalLobe-LParsOper	50	50	64
Brain-Left-FrontalLobe-LParsTriang	52	52	64
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	64
Brain-Left-FrontalLobe-LSupFrontal	10	10	64
Brain-Left-OccipitalLobe-LLatOccipital	11	11	64
Brain-Left-ParietalLobe-LInfParietal	12	12	64
Brain-Left-ParietalLobe-LPrecuneus	13	13	64
Brain-Left-ParietalLobe-LSupParietal	14	14	64
Brain-Left-ParietalLobe-LSupramarg	15	15	64
Brain-Left-SensoryMotorCortex-LParacentral	53	53	64
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	64
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	64
Brain-Left-TemporalLobe-LBanksSTS	18	18	64
Brain-Left-TemporalLobe-LFusiform	19	19	64
Brain-Left-TemporalLobe-LInfTemporal	20	20	64
Brain-Left-TemporalLobe-LLingual	21	21	64
Brain-Left-TemporalLobe-LMidTemporal	22	22	64
Brain-Left-TemporalLobe-LSupTemporal	23	23	64
Brain-Right-CerebralCortex-RCerebCtx	24	24	64
Brain-Right-Cingulate-RIsthmCing	55	55	64
Brain-Right-Cingulate-RPostCing	56	56	64
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	64
Brain-Right-FrontalLobe-RParsOper	58	58	64
Brain-Right-FrontalLobe-RParsTriang	59	59	64
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	64
Brain-Right-FrontalLobe-RSupFrontal	27	27	64
Brain-Right-OccipitalLobe-RLatOccipital	28	28	64
Brain-Right-ParietalLobe-RPrecuneus	30	30	64
Brain-Right-ParietalLobe-RSupParietal	31	31	64
Brain-Right-ParietalLobe-RSupramarg	32	32	64
Brain-Right-SensoryMotorCortex-RParacentral	63	63	64
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	64
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	64
Brain-Right-TemporalLobe-RBanksSTS	34	34	64
Brain-Right-TemporalLobe-RFusiform	35	35	64
Brain-Right-TemporalLobe-RInfTemporal	36	36	64
Brain-Right-TemporalLobe-RLingual	72	72	64
Brain-Right-TemporalLobe-RMidTemporal	37	37	64
Brain-Right-TemporalLobe-RSupTemporal	38	38	64
Brain-Right-ParietalLobe-RPrecuneus	30	30	64
Brain-Left-CerebralCortex-LCerebCtx	6	6	64
Brain-Left-Cingulate-LIsthmCing	7	7	64
Brain-Left-Cingulate-LPostCing	48	48	64
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	64
Brain-Left-FrontalLobe-LParsTriang	52	52	64
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	64
Brain-Left-FrontalLobe-LSupFrontal	10	10	64
Brain-Left-OccipitalLobe-LLatOccipital	11	11	64
Brain-Left-ParietalLobe-LInfParietal	12	12	64
Brain-Left-ParietalLobe-LPrecuneus	13	13	64
Brain-Left-ParietalLobe-LSupParietal	14	14	64
Brain-Left-ParietalLobe-LSupramarg	15	15	64
Brain-Left-SensoryMotorCortex-LParacentral	53	53	64
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	64
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	64
Brain-Left-TemporalLobe-LBanksSTS	18	18	64
Brain-Left-TemporalLobe-LFusiform	19	19	64
Brain-Left-TemporalLobe-LInfTemporal	20	20	64
Brain-Left-TemporalLobe-LLingual	21	21	64
Brain-Left-TemporalLobe-LMidTemporal	22	22	64
Brain-Left-TemporalLobe-LSupTemporal	23	23	64
Brain-Right-CerebralCortex-RCerebCtx	24	24	64
Brain-Right-Cingulate-RIsthmCing	55	55	64
Brain-Right-Cingulate-RPostCing	56	56	64
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	64
Brain-Right-FrontalLobe-RParsOper	58	58	64
Brain-Right-FrontalLobe-RParsTriang	59	59	64
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	64
Brain-Right-FrontalLobe-RSupFrontal	27	27	64
Brain-Right-OccipitalLobe-RCuneus	71	71	64
Brain-Right-OccipitalLobe-RLatOccipital	28	28	64
Brain-Right-ParietalLobe-RInfParietal	29	29	64
Brain-Right-ParietalLobe-RSupParietal	31	31	64
Brain-Right-ParietalLobe-RSupramarg	32	32	64
Brain-Right-SensoryMotorCortex-RParacentral	63	63	64
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	64
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	64
Brain-Right-TemporalLobe-RBanksSTS	34	34	64
Brain-Right-TemporalLobe-RFusiform	35	35	64
Brain-Right-TemporalLobe-RInfTemporal	36	36	64
Brain-Right-TemporalLobe-RLingual	72	72	64
Brain-Right-TemporalLobe-RMidTemporal	37	37	64
Brain-Right-TemporalLobe-RSupTemporal	38	38	64
Brain-Right-ParietalLobe-RSupParietal	31	31	65
Brain-Left-CerebralCortex-LCerebCtx	6	6	65
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	65
Brain-Left-FrontalLobe-LSupFrontal	10	10	65
Brain-Left-OccipitalLobe-LCuneus	69	69	65
Brain-Left-OccipitalLobe-LLatOccipital	11	11	65
Brain-Left-ParietalLobe-LInfParietal	12	12	65
Brain-Left-ParietalLobe-LPrecuneus	13	13	65
Brain-Left-ParietalLobe-LSupParietal	14	14	65
Brain-Left-ParietalLobe-LSupramarg	15	15	65
Brain-Left-SensoryMotorCortex-LParacentral	53	53	65
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	65
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	65
Brain-Left-TemporalLobe-LBanksSTS	18	18	65
Brain-Left-TemporalLobe-LFusiform	19	19	65
Brain-Right-CerebralCortex-RCerebCtx	24	24	65
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	65
Brain-Right-FrontalLobe-RParsOper	58	58	65
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	65
Brain-Right-FrontalLobe-RSupFrontal	27	27	65
Brain-Right-OccipitalLobe-RCuneus	71	71	65
Brain-Right-OccipitalLobe-RLatOccipital	28	28	65
Brain-Right-ParietalLobe-RInfParietal	29	29	65
Brain-Right-ParietalLobe-RPrecuneus	30	30	65
Brain-Right-ParietalLobe-RSupramarg	32	32	65
Brain-Right-SensoryMotorCortex-RParacentral	63	63	65
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	65
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	65
Brain-Right-TemporalLobe-RBanksSTS	34	34	65
Brain-Right-TemporalLobe-RFusiform	35	35	65
Brain-Right-TemporalLobe-RInfTemporal	36	36	65
Brain-Right-TemporalLobe-RMidTemporal	37	37	65
Brain-Right-TemporalLobe-RSupTemporal	38	38	65
Brain-Right-ParietalLobe-RSupramarg	32	32	66
Brain-Left-CerebralCortex-LCerebCtx	6	6	66
Brain-Left-Cingulate-LIsthmCing	7	7	66
Brain-Left-Cingulate-LPostCing	48	48	66
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	66
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	66
Brain-Left-FrontalLobe-LParsOper	50	50	66
Brain-Left-FrontalLobe-LParsTriang	52	52	66
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	66
Brain-Left-FrontalLobe-LSupFrontal	10	10	66
Brain-Left-OccipitalLobe-LLatOccipital	11	11	66
Brain-Left-ParietalLobe-LInfParietal	12	12	66
Brain-Left-ParietalLobe-LPrecuneus	13	13	66
Brain-Left-ParietalLobe-LSupParietal	14	14	66
Brain-Left-ParietalLobe-LSupramarg	15	15	66
Brain-Left-SensoryMotorCortex-LParacentral	53	53	66
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	66
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	66
Brain-Left-TemporalLobe-LBanksSTS	18	18	66
Brain-Left-TemporalLobe-LFusiform	19	19	66
Brain-Left-TemporalLobe-LInfTemporal	20	20	66
Brain-Left-TemporalLobe-LMidTemporal	22	22	66
Brain-Left-TemporalLobe-LSupTemporal	23	23	66
Brain-Left-TemporalLobe-LTransvTemporal	62	62	66
Brain-Right-CerebralCortex-RCerebCtx	24	24	66
Brain-Right-Cingulate-RIsthmCing	55	55	66
Brain-Right-Cingulate-RPostCing	56	56	66
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	66
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	66
Brain-Right-FrontalLobe-RParsOper	58	58	66
Brain-Right-FrontalLobe-RParsOrb	68	68	66
Brain-Right-FrontalLobe-RParsTriang	59	59	66
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	66
Brain-Right-FrontalLobe-RSupFrontal	27	27	66
Brain-Right-OccipitalLobe-RLatOccipital	28	28	66
Brain-Right-ParietalLobe-RInfParietal	29	29	66
Brain-Right-ParietalLobe-RPrecuneus	30	30	66
Brain-Right-ParietalLobe-RSupParietal	31	31	66
Brain-Right-SensoryMotorCortex-RParacentral	63	63	66
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	66
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	66
Brain-Right-TemporalLobe-RBanksSTS	34	34	66
Brain-Right-TemporalLobe-RFusiform	35	35	66
Brain-Right-TemporalLobe-RInfTemporal	36	36	66
Brain-Right-TemporalLobe-RMidTemporal	37	37	66
Brain-Right-TemporalLobe-RSupTemporal	38	38	66
Brain-Right-TemporalLobe-RTransvTemporal	74	74	66
Brain-Right-SensoryMotorCortex-RParacentral	63	63	67
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	67
Brain-Left-FrontalLobe-LParsOper	50	50	67
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	67
Brain-Left-FrontalLobe-LSupFrontal	10	10	67
Brain-Left-OccipitalLobe-LLatOccipital	11	11	67
Brain-Left-ParietalLobe-LInfParietal	12	12	67
Brain-Left-ParietalLobe-LPrecuneus	13	13	67
Brain-Left-ParietalLobe-LSupParietal	14	14	67
Brain-Left-ParietalLobe-LSupramarg	15	15	67
Brain-Left-SensoryMotorCortex-LParacentral	53	53	67
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	67
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	67
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	67
Brain-Right-FrontalLobe-RParsOper	58	58	67
Brain-Right-FrontalLobe-RParsTriang	59	59	67
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	67
Brain-Right-FrontalLobe-RSupFrontal	27	27	67
Brain-Right-OccipitalLobe-RCuneus	71	71	67
Brain-Right-OccipitalLobe-RLatOccipital	28	28	67
Brain-Right-ParietalLobe-RInfParietal	29	29	67
Brain-Right-ParietalLobe-RPrecuneus	30	30	67
Brain-Right-ParietalLobe-RSupParietal	31	31	67
Brain-Right-ParietalLobe-RSupramarg	32	32	67
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	67
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	67
Brain-Right-TemporalLobe-RSupTemporal	38	38	67
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	68
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	68
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	68
Brain-Left-FrontalLobe-LSupFrontal	10	10	68
Brain-Left-OccipitalLobe-LLatOccipital	11	11	68
Brain-Left-ParietalLobe-LInfParietal	12	12	68
Brain-Left-ParietalLobe-LPrecuneus	13	13	68
Brain-Left-ParietalLobe-LSupParietal	14	14	68
Brain-Left-ParietalLobe-LSupramarg	15	15	68
Brain-Left-SensoryMotorCortex-LParacentral	53	53	68
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	68
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	68
Brain-Right-CerebralCortex-RCerebCtx	24	24	68
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	68
Brain-Right-FrontalLobe-RParsTriang	59	59	68
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	68
Brain-Right-FrontalLobe-RSupFrontal	27	27	68
Brain-Right-OccipitalLobe-RLatOccipital	28	28	68
Brain-Right-ParietalLobe-RInfParietal	29	29	68
Brain-Right-ParietalLobe-RPrecuneus	30	30	68
Brain-Right-ParietalLobe-RSupParietal	31	31	68
Brain-Right-ParietalLobe-RSupramarg	32	32	68
Brain-Right-SensoryMotorCortex-RParacentral	63	63	68
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	68
Brain-Right-TemporalLobe-RBanksSTS	34	34	68
Brain-Right-TemporalLobe-RSupTemporal	38	38	68
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	69
Brain-Left-Cingulate-LIsthmCing	7	7	69
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	69
Brain-Left-FrontalLobe-LParsOper	50	50	69
Brain-Left-FrontalLobe-LParsTriang	52	52	69
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	69
Brain-Left-FrontalLobe-LSupFrontal	10	10	69
Brain-Left-OccipitalLobe-LLatOccipital	11	11	69
Brain-Left-ParietalLobe-LInfParietal	12	12	69
Brain-Left-ParietalLobe-LPrecuneus	13	13	69
Brain-Left-ParietalLobe-LSupParietal	14	14	69
Brain-Left-ParietalLobe-LSupramarg	15	15	69
Brain-Left-SensoryMotorCortex-LParacentral	53	53	69
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	69
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	69
Brain-Left-TemporalLobe-LBanksSTS	18	18	69
Brain-Left-TemporalLobe-LFusiform	19	19	69
Brain-Left-TemporalLobe-LMidTemporal	22	22	69
Brain-Left-TemporalLobe-LSupTemporal	23	23	69
Brain-Left-TemporalLobe-LTransvTemporal	62	62	69
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	69
Brain-Right-FrontalLobe-RParsOper	58	58	69
Brain-Right-FrontalLobe-RParsTriang	59	59	69
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	69
Brain-Right-FrontalLobe-RSupFrontal	27	27	69
Brain-Right-OccipitalLobe-RLatOccipital	28	28	69
Brain-Right-ParietalLobe-RInfParietal	29	29	69
Brain-Right-ParietalLobe-RPrecuneus	30	30	69
Brain-Right-ParietalLobe-RSupParietal	31	31	69
Brain-Right-ParietalLobe-RSupramarg	32	32	69
Brain-Right-SensoryMotorCortex-RParacentral	63	63	69
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	69
Brain-Right-TemporalLobe-RBanksSTS	34	34	69
Brain-Right-TemporalLobe-RMidTemporal	37	37	69
Brain-Right-TemporalLobe-RSupTemporal	38	38	69
Brain-Right-TemporalLobe-RTransvTemporal	74	74	69
Brain-Right-SubcStriatum-RCaudVol	76	76	70
Brain-Left-SubcStriatum-LCaudVol	75	75	70
Brain-Right-SubcStriatum-RPallVol	78	78	71
Brain-Left-SubcStriatum-LPallVol	77	77	71
Brain-Right-SubcStriatum-RPutamVol	80	80	72
Brain-Left-SubcStriatum-LPutamVol	79	79	72
Brain-Right-SubcTemporal-RAmygVol	85	85	73
Brain-Left-SubcTemporal-LAmygVol	81	81	73
Brain-Left-SubcTemporal-LHippVol	17	17	73
Brain-Left-TemporalLobe-LEntCtx	82	82	73
Brain-Right-CerebralCortex-RCerebCtx	24	24	73
Brain-Right-SubcTemporal-RHippVol	33	33	73
Brain-Right-TemporalLobe-REntCtx	86	86	73
Brain-Right-TemporalLobe-RFusiform	35	35	73
Brain-Right-TemporalLobe-RInfTemporal	36	36	73
Brain-Right-TemporalLobe-RParahipp	92	92	73
Brain-Right-TemporalLobe-RSupTemporal	38	38	73
Brain-Right-TemporalLobe-RTemporalPole	87	87	73
Brain-Right-SubcTemporal-RHippVol	33	33	74
Brain-Left-CerebralCortex-LCerebCtx	6	6	74
Brain-Left-CerebralCortex-LCerebWM	39	39	74
Brain-Left-SubcTemporal-LAmygVol	81	81	74
Brain-Left-SubcTemporal-LHippVol	17	17	74
Brain-Left-TemporalLobe-LEntCtx	82	82	74
Brain-Left-TemporalLobe-LInfTemporal	20	20	74
Brain-Left-Ventricles-LInfLatVent	88	88	74
Brain-Right-CerebralCortex-RCerebCtx	24	24	74
Brain-Right-CerebralCortex-RCerebWM	41	41	74
Brain-Right-SubcTemporal-RAmygVol	85	85	74
Brain-Right-TemporalLobe-REntCtx	86	86	74
Brain-Right-TemporalLobe-RFusiform	35	35	74
Brain-Right-TemporalLobe-RInfTemporal	36	36	74
Brain-Right-TemporalLobe-RMidTemporal	37	37	74
Brain-Right-TemporalLobe-RParahipp	92	92	74
Brain-Right-TemporalLobe-RSupTemporal	38	38	74
Brain-Right-TemporalLobe-RTemporalPole	87	87	74
Brain-Right-Ventricles-RInfLatVent	89	89	74
Brain-Right-SubcThalamus-RThalVol	91	91	75
Brain-Left-SubcThalamus-LThalVol	90	90	75
Brain-Right-TemporalLobe-RBanksSTS	34	34	76
Brain-Left-CerebralCortex-LCerebCtx	6	6	76
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	76
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	76
Brain-Left-FrontalLobe-LSupFrontal	10	10	76
Brain-Left-OccipitalLobe-LLatOccipital	11	11	76
Brain-Left-ParietalLobe-LInfParietal	12	12	76
Brain-Left-ParietalLobe-LPrecuneus	13	13	76
Brain-Left-ParietalLobe-LSupParietal	14	14	76
Brain-Left-ParietalLobe-LSupramarg	15	15	76
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	76
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	76
Brain-Left-TemporalLobe-LBanksSTS	18	18	76
Brain-Left-TemporalLobe-LFusiform	19	19	76
Brain-Left-TemporalLobe-LInfTemporal	20	20	76
Brain-Left-TemporalLobe-LMidTemporal	22	22	76
Brain-Left-TemporalLobe-LSupTemporal	23	23	76
Brain-Right-CerebralCortex-RCerebCtx	24	24	76
Brain-Right-Cingulate-RIsthmCing	55	55	76
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	76
Brain-Right-FrontalLobe-RParsOper	58	58	76
Brain-Right-FrontalLobe-RParsTriang	59	59	76
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	76
Brain-Right-FrontalLobe-RSupFrontal	27	27	76
Brain-Right-OccipitalLobe-RLatOccipital	28	28	76
Brain-Right-ParietalLobe-RInfParietal	29	29	76
Brain-Right-ParietalLobe-RPrecuneus	30	30	76
Brain-Right-ParietalLobe-RSupParietal	31	31	76
Brain-Right-ParietalLobe-RSupramarg	32	32	76
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	76
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	76
Brain-Right-TemporalLobe-RFusiform	35	35	76
Brain-Right-TemporalLobe-RInfTemporal	36	36	76
Brain-Right-TemporalLobe-RMidTemporal	37	37	76
Brain-Right-TemporalLobe-RSupTemporal	38	38	76
Brain-Right-TemporalLobe-REntCtx	86	86	77
Brain-Left-SubcTemporal-LAmygVol	81	81	77
Brain-Left-SubcTemporal-LHippVol	17	17	77
Brain-Left-TemporalLobe-LEntCtx	82	82	77
Brain-Left-TemporalLobe-LFusiform	19	19	77
Brain-Left-TemporalLobe-LInfTemporal	20	20	77
Brain-Left-TemporalLobe-LMidTemporal	22	22	77
Brain-Left-TemporalLobe-LSupTemporal	23	23	77
Brain-Left-TemporalLobe-LTemporalPole	84	84	77
Brain-Right-SubcTemporal-RAmygVol	85	85	77
Brain-Right-SubcTemporal-RHippVol	33	33	77
Brain-Right-TemporalLobe-RFusiform	35	35	77
Brain-Right-TemporalLobe-RInfTemporal	36	36	77
Brain-Right-TemporalLobe-RMidTemporal	37	37	77
Brain-Right-TemporalLobe-RParahipp	92	92	77
Brain-Right-TemporalLobe-RSupTemporal	38	38	77
Brain-Right-TemporalLobe-RTemporalPole	87	87	77
Brain-Right-Ventricles-RInfLatVent	89	89	77
Brain-Right-TemporalLobe-RFusiform	35	35	78
Brain-Left-CerebralCortex-LCerebCtx	6	6	78
Brain-Left-Cingulate-LIsthmCing	7	7	78
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	78
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	78
Brain-Left-FrontalLobe-LSupFrontal	10	10	78
Brain-Left-OccipitalLobe-LLatOccipital	11	11	78
Brain-Left-ParietalLobe-LInfParietal	12	12	78
Brain-Left-ParietalLobe-LPrecuneus	13	13	78
Brain-Left-ParietalLobe-LSupramarg	15	15	78
Brain-Left-TemporalLobe-LBanksSTS	18	18	78
Brain-Left-TemporalLobe-LEntCtx	82	82	78
Brain-Left-TemporalLobe-LFusiform	19	19	78
Brain-Left-TemporalLobe-LInfTemporal	20	20	78
Brain-Left-TemporalLobe-LLingual	21	21	78
Brain-Left-TemporalLobe-LMidTemporal	22	22	78
Brain-Left-TemporalLobe-LSupTemporal	23	23	78
Brain-Right-CerebralCortex-RCerebCtx	24	24	78
Brain-Right-Cingulate-RIsthmCing	55	55	78
Brain-Right-Cingulate-RPostCing	56	56	78
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	78
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	78
Brain-Right-FrontalLobe-RParsOper	58	58	78
Brain-Right-FrontalLobe-RParsTriang	59	59	78
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	78
Brain-Right-FrontalLobe-RSupFrontal	27	27	78
Brain-Right-OccipitalLobe-RLatOccipital	28	28	78
Brain-Right-ParietalLobe-RInfParietal	29	29	78
Brain-Right-ParietalLobe-RPrecuneus	30	30	78
Brain-Right-ParietalLobe-RSupParietal	31	31	78
Brain-Right-ParietalLobe-RSupramarg	32	32	78
Brain-Right-SubcTemporal-RAmygVol	85	85	78
Brain-Right-SubcTemporal-RHippVol	33	33	78
Brain-Right-TemporalLobe-RBanksSTS	34	34	78
Brain-Right-TemporalLobe-REntCtx	86	86	78
Brain-Right-TemporalLobe-RInfTemporal	36	36	78
Brain-Right-TemporalLobe-RLingual	72	72	78
Brain-Right-TemporalLobe-RMidTemporal	37	37	78
Brain-Right-TemporalLobe-RParahipp	92	92	78
Brain-Right-TemporalLobe-RSupTemporal	38	38	78
Brain-Right-TemporalLobe-RTemporalPole	87	87	78
Brain-Right-TemporalLobe-RInfTemporal	36	36	79
Brain-Left-CerebralCortex-LCerebCtx	6	6	79
Brain-Left-Cingulate-LIsthmCing	7	7	79
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	79
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	79
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	79
Brain-Left-FrontalLobe-LSupFrontal	10	10	79
Brain-Left-ParietalLobe-LInfParietal	12	12	79
Brain-Left-ParietalLobe-LPrecuneus	13	13	79
Brain-Left-ParietalLobe-LSupramarg	15	15	79
Brain-Left-TemporalLobe-LBanksSTS	18	18	79
Brain-Left-TemporalLobe-LEntCtx	82	82	79
Brain-Left-TemporalLobe-LFusiform	19	19	79
Brain-Left-TemporalLobe-LInfTemporal	20	20	79
Brain-Left-TemporalLobe-LLingual	21	21	79
Brain-Left-TemporalLobe-LMidTemporal	22	22	79
Brain-Left-TemporalLobe-LSupTemporal	23	23	79
Brain-Left-TemporalLobe-LTemporalPole	84	84	79
Brain-Right-CerebralCortex-RCerebCtx	24	24	79
Brain-Right-Cingulate-RIsthmCing	55	55	79
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	79
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	79
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	79
Brain-Right-FrontalLobe-RParsOper	58	58	79
Brain-Right-FrontalLobe-RParsTriang	59	59	79
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	79
Brain-Right-FrontalLobe-RSupFrontal	27	27	79
Brain-Right-OccipitalLobe-RLatOccipital	28	28	79
Brain-Right-ParietalLobe-RInfParietal	29	29	79
Brain-Right-ParietalLobe-RPrecuneus	30	30	79
Brain-Right-ParietalLobe-RSupParietal	31	31	79
Brain-Right-ParietalLobe-RSupramarg	32	32	79
Brain-Right-SubcTemporal-RAmygVol	85	85	79
Brain-Right-SubcTemporal-RHippVol	33	33	79
Brain-Right-TemporalLobe-RBanksSTS	34	34	79
Brain-Right-TemporalLobe-REntCtx	86	86	79
Brain-Right-TemporalLobe-RFusiform	35	35	79
Brain-Right-TemporalLobe-RLingual	72	72	79
Brain-Right-TemporalLobe-RMidTemporal	37	37	79
Brain-Right-TemporalLobe-RSupTemporal	38	38	79
Brain-Right-TemporalLobe-RTemporalPole	87	87	79
Brain-Right-Ventricles-RInfLatVent	89	89	79
Brain-Right-TemporalLobe-RLingual	72	72	80
Brain-Left-OccipitalLobe-LLatOccipital	11	11	80
Brain-Left-ParietalLobe-LInfParietal	12	12	80
Brain-Left-TemporalLobe-LFusiform	19	19	80
Brain-Left-TemporalLobe-LLingual	21	21	80
Brain-Right-OccipitalLobe-RCuneus	71	71	80
Brain-Right-OccipitalLobe-RLatOccipital	28	28	80
Brain-Right-ParietalLobe-RInfParietal	29	29	80
Brain-Right-ParietalLobe-RPrecuneus	30	30	80
Brain-Right-TemporalLobe-RFusiform	35	35	80
Brain-Right-TemporalLobe-RInfTemporal	36	36	80
Brain-Right-TemporalLobe-RMidTemporal	37	37	80
Brain-Right-TemporalLobe-RMidTemporal	37	37	81
Brain-Left-CerebralCortex-LCerebCtx	6	6	81
Brain-Left-Cingulate-LIsthmCing	7	7	81
Brain-Left-Cingulate-LPostCing	48	48	81
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	81
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	81
Brain-Left-FrontalLobe-LParsOper	50	50	81
Brain-Left-FrontalLobe-LParsTriang	52	52	81
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	81
Brain-Left-FrontalLobe-LSupFrontal	10	10	81
Brain-Left-ParietalLobe-LInfParietal	12	12	81
Brain-Left-ParietalLobe-LPrecuneus	13	13	81
Brain-Left-ParietalLobe-LSupParietal	14	14	81
Brain-Left-ParietalLobe-LSupramarg	15	15	81
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	81
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	81
Brain-Left-TemporalLobe-LBanksSTS	18	18	81
Brain-Left-TemporalLobe-LEntCtx	82	82	81
Brain-Left-TemporalLobe-LFusiform	19	19	81
Brain-Left-TemporalLobe-LInfTemporal	20	20	81
Brain-Left-TemporalLobe-LMidTemporal	22	22	81
Brain-Left-TemporalLobe-LSupTemporal	23	23	81
Brain-Left-TemporalLobe-LTemporalPole	84	84	81
Brain-Right-CerebralCortex-RCerebCtx	24	24	81
Brain-Right-Cingulate-RIsthmCing	55	55	81
Brain-Right-Cingulate-RPostCing	56	56	81
